time_seconds,timecode,hue_degrees,saturation,brightness,contrast,edge_density,motion_energy,dominant_hue_family
36.0,00:36.000,31.203298568725586,0.06830065697431564,0.8493983149528503,0.09056824668859437,0.026805555555555555,0.0020781590413943354,orange
37.0,00:37.000,82.18826293945312,0.4451727867126465,0.7036178112030029,0.07345298121663767,0.020989583333333332,0.21635328159041395,green/cyan
38.0,00:38.000,86.34583282470703,0.434670627117157,0.7068265676498413,0.08958307660152938,0.032239583333333335,0.011751225490196079,green/cyan
39.0,00:39.000,86.41704559326172,0.4340066909790039,0.7094265222549438,0.09247522649872836,0.038177083333333334,0.0049946895424836605,green/cyan
40.0,00:40.000,88.10677337646484,0.4313490390777588,0.7082856297492981,0.09276966626570629,0.03748263888888889,0.005602192265795207,green/cyan
41.0,00:41.000,87.73309326171875,0.43133947253227234,0.7085002064704895,0.09261874742432868,0.03690972222222222,0.006733728213507625,green/cyan
42.0,00:42.000,87.6268081665039,0.4312469959259033,0.7086082696914673,0.0925970168563006,0.03720486111111111,0.003338643790849673,green/cyan
43.0,00:43.000,87.82260131835938,0.43080562353134155,0.7084571719169617,0.09346096833075045,0.038559027777777775,0.007715005446623094,green/cyan
44.0,00:44.000,86.25069427490234,0.44945740699768066,0.7050607800483704,0.09480693540557056,0.047864583333333335,0.017626293572984748,green/cyan
45.0,00:45.000,86.22857666015625,0.44922563433647156,0.7052872180938721,0.09477180898930032,0.047899305555555556,0.0009862472766884532,green/cyan
46.0,00:46.000,86.03201293945312,0.4496749937534332,0.7081243991851807,0.09668653875824493,0.04888888888888889,0.007259872004357298,green/cyan
47.0,00:47.000,84.20093536376953,0.4433302879333496,0.7023682594299316,0.08946853536195615,0.04496527777777778,0.012286220043572986,green/cyan
48.0,00:48.000,85.23548889160156,0.4472237527370453,0.7034457325935364,0.09343982276321529,0.049930555555555554,0.008737472766884533,green/cyan
