Frame Number,Timecode,content_val,delta_edges,delta_hue,delta_lum,delta_sat
5656,00:03:55.861,0.24365234375,1.6878255208333333,0.0705295138888889,0.4346788194444444,0.22574869791666666
5657,00:03:55.902,0.25262225115740744,1.5909830729166667,0.07505967881944445,0.4464518229166667,0.2363552517361111
5658,00:03:55.944,0.22645399305555558,1.0030110677083333,0.07245551215277778,0.3949381510416667,0.2119683159722222
5659,00:03:55.986,0.20827003761574078,0.6640625,0.06705729166666667,0.3592664930555556,0.198486328125
5660,00:03:56.027,0.15334743923611113,0.4427083333333333,0.05029296875,0.2882215711805556,0.12152777777777778
5661,00:03:56.069,0.29742657696759256,0.9476725260416666,0.0779079861111111,0.4673665364583333,0.3470052083333333
5662,00:03:56.111,0.39841037326388884,1.846923828125,0.1282280815972222,0.5975206163194444,0.469482421875
5663,00:03:56.153,0.5822030526620371,2.635498046875,0.18896484375,0.9944661458333334,0.5631781684027778
5664,00:03:56.194,0.5643988715277778,1.722412109375,0.2113986545138889,0.8901909722222222,0.5916069878472222
5665,00:03:56.236,0.5412688078703703,1.7431640625,0.2302788628472222,0.8312445746527778,0.5622829861111112
5666,00:03:56.278,0.4005895543981482,0.601806640625,0.19566514756944445,0.5171169704861112,0.4889865451388889
5667,00:03:56.319,0.3219401041666667,0.684814453125,0.16392686631944445,0.3778754340277778,0.4240180121527778
5668,00:03:56.361,0.3443377459490741,0.4288736979166667,0.1697319878472222,0.3873969184027778,0.4758843315972222
5669,00:03:56.403,0.3304036458333333,0.5326334635416666,0.17320421006944445,0.3787163628472222,0.4392903645833333
5670,00:03:56.445,0.3946216724537037,0.7194010416666666,0.2222222222222222,0.4537760416666667,0.5078667534722222
5671,00:03:56.486,0.36910445601851855,0.7470703125,0.17537434895833334,0.4446072048611111,0.4873318142361111
5672,00:03:56.528,0.3971173321759259,1.1966959635416667,0.15736219618055555,0.5034993489583334,0.5304904513888888
5673,00:03:56.570,0.38202582465277785,2.03369140625,0.11189778645833333,0.50537109375,0.52880859375
5674,00:03:56.611,0.15796802662037038,1.016845703125,0.08770073784722222,0.11612955729166667,0.2700737847222222
5675,00:03:56.653,0.21339699074074073,0.8577473958333334,0.138671875,0.1870388454861111,0.3144802517361111
5676,00:03:56.695,0.20392975983796294,0.9684244791666666,0.1326226128472222,0.19864908854166666,0.280517578125
5677,00:03:56.736,0.08031322337962964,0.850830078125,0.03219943576388889,0.11238606770833333,0.09635416666666667
5678,00:03:56.778,0.0926830150462963,0.22135416666666666,0.033528645833333336,0.12242296006944445,0.1220974392361111
5679,00:03:56.820,0.0982078269675926,0.186767578125,0.03331163194444445,0.1291232638888889,0.13218858506944445
5680,00:03:56.862,0.08998842592592593,0.055338541666666664,0.028862847222222224,0.11138237847222222,0.12972005208333334
5681,00:03:56.903,0.0,0.0,0.0,0.0,0.0
5682,00:03:56.945,9.946469907407408e-05,0.0,5.425347222222222e-05,0.00013563368055555556,0.00010850694444444444
5683,00:03:56.987,0.0,0.0,0.0,0.0,0.0
5684,00:03:57.028,0.0,0.0,0.0,0.0,0.0
5685,00:03:57.070,0.0,0.0,0.0,0.0,0.0
5686,00:03:57.112,0.0,0.0,0.0,0.0,0.0
5687,00:03:57.154,0.0,0.0,0.0,0.0,0.0
5688,00:03:57.195,0.7072392216435185,1.016845703125,0.1452907986111111,0.8173828125,1.1590440538194444
5689,00:03:57.237,0.000560619212962963,0.0,8.138020833333333e-05,0.0008138020833333334,0.0007866753472222222
5690,00:03:57.279,0.0,0.0,0.0,0.0,0.0
5691,00:03:57.320,0.0,0.0,0.0,0.0,0.0
5692,00:03:57.362,7.233796296296296e-05,0.0,2.712673611111111e-05,0.00010850694444444444,8.138020833333333e-05
5693,00:03:57.404,2.712673611111111e-05,0.0,2.712673611111111e-05,2.712673611111111e-05,2.712673611111111e-05
5694,00:03:57.446,1.808449074074074e-05,0.0,2.712673611111111e-05,0.0,2.712673611111111e-05
5695,00:03:57.487,1.808449074074074e-05,0.0,2.712673611111111e-05,0.0,2.712673611111111e-05
5696,00:03:57.529,2.712673611111111e-05,0.0,2.712673611111111e-05,2.712673611111111e-05,2.712673611111111e-05
5697,00:03:57.571,0.0012387876157407406,0.0,0.000244140625,0.001681857638888889,0.0017903645833333333
5698,00:03:57.612,0.16795970775462962,2.28271484375,0.09819878472222222,0.1530219184027778,0.2526584201388889
5699,00:03:57.654,0.3198061342592593,0.5257161458333334,0.15467664930555555,0.3075358072916667,0.4972059461805556
5700,00:03:57.696,0.4295609085648149,1.5494791666666667,0.23328993055555555,0.4186469184027778,0.6367458767361112
5701,00:03:57.737,0.5137532552083334,2.0682779947916665,0.2871365017361111,0.5040418836805556,0.7500813802083334
5702,00:03:57.779,0.5537651909722222,2.0751953125,0.3042534722222222,0.5587293836805556,0.7983127170138888
5703,00:03:57.821,0.6080005787037037,1.805419921875,0.3425021701388889,0.5868598090277778,0.8946397569444444
5704,00:03:57.863,0.6404712818287037,1.5010579427083333,0.3611653645833333,0.6444769965277778,0.915771484375
5705,00:03:57.904,0.7263816550925926,2.7530924479166665,0.3947482638888889,0.7119683159722222,1.0724283854166667
5706,00:03:57.946,0.7452980324074074,2.3726399739583335,0.3614366319444444,0.7047526041666666,1.1697048611111112
5707,00:03:57.988,0.7089482060185185,2.178955078125,0.3714463975694444,0.6367458767361112,1.11865234375
5708,00:03:58.029,0.7441677517361112,2.9606119791666665,0.3816460503472222,0.71142578125,1.1394314236111112
5709,00:03:58.071,0.6978443287037037,2.9191080729166665,0.3453504774305556,0.6434461805555556,1.104736328125
5710,00:03:58.113,0.6472439236111112,2.0198567708333335,0.3096788194444444,0.5995551215277778,1.0324978298611112
5711,00:03:58.155,0.5834237557870371,2.4072265625,0.2851291232638889,0.5238715277777778,0.9412706163194444
5712,00:03:58.196,0.4381419994212963,1.9437662760416667,0.18929036458333334,0.3888075086805556,0.736328125
5713,00:03:58.238,0.2745406539351852,1.03759765625,0.1142578125,0.23204210069444445,0.4773220486111111
5714,00:03:58.280,0.09167028356481483,0.892333984375,0.024956597222222224,0.052191840277777776,0.19786241319444445
5715,00:03:58.321,0.07970739293981481,0.20751953125,0.017008463541666668,0.04931640625,0.1727973090277778
5716,00:03:58.363,0.0692455150462963,0.5672200520833334,0.017740885416666668,0.042046440972222224,0.14794921875
5717,00:03:58.405,0.06410047743055557,0.4427083333333333,0.017659505208333332,0.03868272569444445,0.1359592013888889
5718,00:03:58.447,0.060375072337962965,0.435791015625,0.017415364583333332,0.03640407986111111,0.12730577256944445
5719,00:03:58.488,0.056568287037037035,0.4219563802083333,0.010687934027777778,0.035101996527777776,0.12391493055555555
5720,00:03:58.530,0.05097113715277777,0.3251139322916667,0.010091145833333334,0.032389322916666664,0.11043294270833333
5721,00:03:58.572,0.04942491319444445,0.269775390625,0.009819878472222222,0.028238932291666668,0.11021592881944445
5722,00:03:58.613,0.04040075231481482,0.3873697916666667,0.012369791666666666,0.024197048611111112,0.08463541666666667
5723,00:03:58.655,0.03626844618055556,0.4012044270833333,0.009792751736111112,0.022623697916666668,0.0763888888888889
5724,00:03:58.697,0.023654513888888885,0.0,0.007242838541666667,0.014485677083333334,0.049235026041666664
5725,00:03:58.738,0.027217158564814815,0.24210611979166666,0.008490668402777778,0.01513671875,0.058024088541666664
5726,00:03:58.780,0.015172887731481483,0.006917317708333333,0.005967881944444444,0.011555989583333334,0.027994791666666668
5727,00:03:58.822,0.01488353587962963,0.20751953125,0.006998697916666667,0.007269965277777778,0.030381944444444444
5728,00:03:58.864,0.001148365162037037,0.0,0.0004611545138888889,0.0009765625,0.002007378472222222
5729,00:03:58.905,0.00031647858796296296,0.0,2.712673611111111e-05,0.00029839409722222225,0.0006239149305555555
5730,00:03:58.947,0.000804759837962963,0.0,8.138020833333333e-05,0.0006510416666666666,0.001681857638888889
5731,00:03:58.989,0.00018988715277777775,0.0,0.00016276041666666666,0.000244140625,0.00016276041666666666
5732,00:03:59.030,0.0012297453703703704,0.0,0.00035264756944444444,0.0013834635416666667,0.001953125
5733,00:03:59.072,0.0005334924768518518,0.0,0.00016276041666666666,0.0007052951388888889,0.000732421875
5734,00:03:59.114,0.0009675202546296297,0.0,0.0004069010416666667,0.0009223090277777778,0.0015733506944444445
5735,00:03:59.156,0.0009675202546296297,0.0,0.0004069010416666667,0.0009223090277777778,0.0015733506944444445
5736,00:03:59.197,0.0008590133101851852,0.0,8.138020833333333e-05,0.0008680555555555555,0.0016276041666666667
5737,00:03:59.239,0.0008590133101851852,0.0,8.138020833333333e-05,0.0008680555555555555,0.0016276041666666667
5738,00:03:59.281,0.0009856047453703704,0.0,0.0003255208333333333,0.0005696614583333334,0.0020616319444444445
5739,00:03:59.322,0.0,0.0,0.0,0.0,0.0
5740,00:03:59.364,0.00018988715277777775,0.0,0.00013563368055555556,0.00035264756944444444,8.138020833333333e-05
5741,00:03:59.406,0.0,0.0,0.0,0.0,0.0
5742,00:03:59.448,54.554786964699076,12.817789713541666,71.93866644965277,35.20496961805556,56.520724826388886
5743,00:03:59.489,1.5811993634259258,3.1612141927083335,1.6049533420138888,0.9519585503472222,2.1866861979166665
5744,00:03:59.531,2.5840205439814814,4.987386067708333,1.9320203993055556,2.3314887152777777,3.488552517361111
5745,00:03:59.573,1.7840711805555556,6.606038411458333,1.65234375,1.4302571614583333,2.2696126302083335
5746,00:03:59.614,1.5036530671296295,7.401529947916667,1.3804524739583333,1.2628851996527777,1.8676215277777777
5747,00:03:59.656,1.1789369936342593,5.243326822916667,1.1497667100694444,0.9549967447916666,1.4320475260416667
5748,00:03:59.698,0.7997413917824074,2.926025390625,0.7919108072916666,0.6198459201388888,0.9874674479166666
5749,00:03:59.739,0.36178023726851843,1.9230143229166667,0.3432888454861111,0.2996148003472222,0.4424370659722222
5750,00:03:59.781,0.39310257523148145,2.158203125,0.3715006510416667,0.3178439670138889,0.4899631076388889
